"X","Y"
"599.5","471.5"
"845","588"
"22.5","788"
"280","409.5"
"260.5","618"
"894","551"
"372.5","769"
"180","1.5"
"271.5","211.5"
"98.5","695.5"
"474.5","603.5"
"48.5","679.5"
"610","372"
"181","390"
"85.5","191"
"240","351.5"
"273","14"
"792","618.5"
"194.5","158.5"
"105.5","723.5"
"90","146"
"758","434.5"
"597.5","414.5"
"261","674"
"293","368"
"103.5","31.5"
"901.5","582.5"
"480.5","60"
"597.5","264"
"489.5","762.5"
"246","474"
"208.5","643.5"
"251","705"
"981.5","698"
"190","782"
"1031.5","80"
"193","694.5"
"191","650.5"
"362.5","201.5"
"465.5","681"
"549","223"
"220.5","303.5"
"743","146.5"
"326","613"
"710","66.5"
"570","246"
"822","634.5"
"250.5","606"
"150.5","596"
"838","292.5"
"715","686"
"84.5","534.5"
"598","286"
"70","51"
"12.5","205"
"941.5","104.5"
"488.5","395.5"
"805.5","81.5"
"721.5","318.5"
"658.5","34"
"388.5","12"
"19","424.5"
"207.5","310"
"386.5","131"
"600.5","586"
"37","745.5"
"204.5","404.5"
"588.5","158.5"
"900","586"
"372.5","0.5"
"750.5","316"
"421","763"
"410.5","380.5"
"576.5","478"
"741","572.5"
"177.5","403"
"436.5","281.5"
"90","393.5"
"108","184"
"459.5","100.5"
"261.5","419"
"401","702"
"129","656.5"
"903.5","361"
"856","479.5"
"665.5","352.5"
"673.5","777"
"940.5","393.5"
"571","221"
"136.5","17"
"411","166"
"214.5","11"
"576.5","481"
"767.5","234.5"
"301","635"
"225","299"
"821.5","127"
"429.5","573.5"
"233","645"
"950.5","22"
"703","271"
"503","651.5"
"743.5","207.5"
"700.5","675.5"
"424","546.5"
"420","14"
"892.5","97.5"
"944","369.5"
"763.5","116.5"
"137.5","742"
"42","642.5"
"245.5","417.5"
"999.5","270"
"728","33.5"
"991.5","650.5"
"735","418.5"
"404","57.5"
"497","81.5"
"392.5","465.5"
"485.5","308.5"
"41.5","62"
"669.5","94"
"901","621.5"
"1025.5","622"
"615","124.5"
"694","187.5"
"790","602"
"212.5","364"
"124.5","167.5"
"77","166.5"
"521","560"
"300.5","70.5"
"106.5","273.5"
"153.5","442"
"621.5","143.5"
"792.5","532"
"162","13.5"
"428","344.5"
"807.5","112"
"143.5","740.5"
"537.5","271"
"720.5","449"
"373.5","602"
"637.5","325"
"2","583"
"749","99.5"
"235.5","642"
"809.5","229.5"
"137.5","100.5"
"790","744"
"925","413"
"96","128"
"569","409"
"147","582"
"950.5","174.5"
"382","31.5"
"603","31.5"
"275.5","19.5"
"835.5","442.5"
"260","289.5"
"590.5","295.5"
"260.5","706"
"252.5","383"
"1000.5","183"
"1012.5","88.5"
"522.5","409.5"
"489.5","2"
"382","744.5"
"163.5","648"
"137","360"
"524","639"
"1062","186"
"32.5","154.5"
"619","499.5"
"411.5","582"
"560.5","598"
"939.5","111"
"462","150.5"
"79","52.5"
"30","95.5"
"633.5","288"
"829.5","2.5"
"474.5","80"
"264.5","619"
"505.5","273"
"827.5","306.5"
"783","168.5"
"230","307.5"
"965.5","358"
"40.5","396"
"916.5","316"
"688","286.5"
"4.5","328"
"49.5","677"
"416.5","414.5"
"910.5","313"
"621.5","237.5"
"785.5","140"
"50","55"
"149","630.5"
"780","528"
"638.5","86"
"14.5","376.5"
"490","409.5"
"353","280.5"
"961.5","259"
"178.5","543"
"946.5","358.5"
"463","723.5"
"265.5","622"
"269","420.5"
"789","226"
"167","441.5"
"374.5","144.5"
"110","679"
"334","247.5"
"442.5","476"
"605.5","282.5"
"617","318"
"370.5","749.5"
"994","92.5"
"170.5","274.5"
"824","62.5"
"122","688.5"
"191.5","164.5"
"937","462.5"
"761","555.5"
"916.5","648.5"
"947","178.5"
"65","650"
"418.5","692.5"
"365.5","689.5"
"194","411.5"
"824.5","511.5"
"625.5","383.5"
"263","96.5"
"345.5","44"
"527.5","378.5"
"350","374"
"197","546.5"
"827.5","201.5"
"759","199"
"628","334.5"
"719","328.5"
"106.5","27"
"944.5","289"
"117.5","22"
"975","274.5"
"424.5","99.5"
"139","14.5"
"586.5","736.5"
"582.5","143.5"
"482","581.5"
"158.5","673"
"175.5","744.5"
"671","735"
"247","706.5"
"46","499"
"490","486"
"898.5","100.5"
"421","334"
"563.5","540"
"559.5","13.5"
"697.5","257.5"
"986.5","227.5"
"598.5","305.5"
"841.5","646"
"574.5","704"
"453","794"
"394","159.5"
"366.5","2"
"560","756.5"
"135","760"
"311.5","363.5"
"831","118"
"426","643.5"
"374","419"
"365","445"
"546","41"
"688.5","282.5"
"13.5","247.5"
"644.5","691.5"
"678","59.5"
"103.5","330"
"650","271.5"
"241.5","57"
"314","36.5"
"753","129"
"408","652.5"
"738","167.5"
"480.5","675"
"392.5","573"
"618","383.5"
"1003","266.5"
"780.5","395"
"921","100"
"910","58.5"
"859","689"
"300.5","649.5"
"150.5","541.5"
"419","125.5"
"35.5","218"
"422","55"
"855.5","709"
"69","565.5"
"1022.5","182.5"
"13.5","69.5"
"356","668.5"
"903","466.5"
"24","710.5"
"958","412.5"
"517.5","769.5"
"16.5","95.5"
"515.5","657.5"
"28.5","137.5"
"126.5","520"
"275","23.5"
"13","183"
"558","346"
"957.5","439"
"1138.5","150"
"1050.5","43"
"805.5","61"
"435","563.5"
"348.5","711"
"203.5","370"
"604.5","356.5"
"792.5","160"
"1081","265"
"530.5","616"
"288.5","22"
"636.5","776"
"317","353"
"515","348"
"606","543.5"
"644.5","767"
"1047.5","312"
"489","632.5"
"265","712.5"
"172.5","237"
"532.5","417.5"
"549.5","296"
"761","104.5"
"573.5","621"
"146","234"
"634","72"
"911.5","150.5"
"705.5","781"
"270","335.5"
"484","435"
"519","404.5"
"859","252"
"989.5","590.5"
"37","754"
"12","746"
"252","430.5"
"858.5","111.5"
"26","307"
"250","360"
"119.5","48.5"
"23.5","594.5"
"377","423"
"169.5","372"
"648","508.5"
"511.5","36"
"625","345"
"729","657"
"180.5","163.5"
"373","245.5"
"484","38.5"
"231","637.5"
"827.5","471.5"
"587.5","524.5"
"1100","154.5"
"239.5","30"
"311.5","384"
"553","361.5"
"763","122.5"
"302.5","709"
"617","156.5"
"342","684"
"1096","26.5"
"261","121"
"897.5","724.5"
"156.5","748.5"
"318.5","511"
"870.5","121.5"
"918","46.5"
"466.5","491"
"409.5","105.5"
"474","759.5"
"228","738.5"
"969.5","700"
"895.5","0"
"570.5","197.5"
"807.5","146"
"937","481.5"
"571","184.5"
"630.5","710.5"
"4","271"
"208.5","689"
"81","624"
"481","632.5"
"129.5","112"
"921.5","394"
"56.5","452"
"147","573"
"18.5","444.5"
"778.5","491.5"
"63.5","520"
"490","637.5"
"290.5","764.5"
"750","544"
"852","726.5"
"120","138.5"
"111","190"
"800.5","302.5"
"142","256"
"58","597.5"
"492.5","306.5"
"262","55.5"
"8.5","259.5"
"556","518.5"
"575","27.5"
"591.5","14"
"1050","28"
"402","12"
"900","321.5"
"633.5","565"
"742.5","678.5"
"553","379.5"
"558.5","266"
"848","573"
"6","794"
"977","51.5"
"528","528"
"666.5","242"
"1016","38.5"
"173","307.5"
"244","567"
"835.5","155.5"
"56.5","203.5"
"672.5","564"
"784","109"
"86","504"
"648.5","337"
"264.5","42.5"
"1061","119"
"346.5","662"
"366.5","744"
"476","460.5"
"858","696"
"49","798"
"956.5","466"
"394","661.5"
"631","456"
"419.5","109"
"331.5","733"
"745.5","421"
"542","5"
"753.5","132.5"
"962.5","308.5"
"292","63"
"583.5","703.5"
"240","190"
"165","428"
"692","366"
"376","559.5"
"339.5","766.5"
"562","742.5"
"41.5","444.5"
"441","22.5"
"246","704"
"464","482"
"737.5","693"
"952","57"
"54.5","263.5"
"976","145.5"
"108","518"
"99.5","798"
"876","148.5"
"126.5","557"
"841","479"
"397.5","545"
"748","438"
"121.5","706"
"203","591"
"677","754.5"
"770.5","147"
"95.5","27"
"269","192.5"
"447.5","343"
"312","228.5"
"969","32"
"127","544"
"420.5","406"
"400.5","402"
"646.5","404.5"
"1002","320"
"927","554.5"
"701.5","503"
"522","503.5"
"147","457"
"424.5","106"
"134","698.5"
"746.5","637.5"
"541.5","390"
"114","272"
"488.5","480"
"228","767.5"
"170.5","26.5"
"867.5","463"
"977.5","9"
"1088","232"
"831.5","109.5"
"989","118.5"
"705.5","295"
"124.5","380.5"
"875","221"
"513.5","359.5"
"531.5","350.5"
"209.5","521.5"
"639.5","467"
"258.5","441.5"
"229.5","679"
"628","750.5"
"822","100.5"
"154","457.5"
"771","486.5"
"757","704.5"
"1035.5","262"
"623","239.5"
"304.5","569"
"953","34.5"
"483.5","72"
"551","308.5"
"515.5","492.5"
"1046","319"
"288.5","210.5"
"375.5","312.5"
"768.5","501.5"
"831","441"
"517.5","281.5"
"249","238.5"
"104.5","686"
"673.5","614"
"664.5","227"
"757.5","631"
"182.5","135"
"124","581"
"677.5","562.5"
"979","384"
"500","768"
"121.5","536.5"
"675","208.5"
"443","215"
"497.5","282.5"
"522","31"
"255.5","275.5"
"642","661.5"
"981.5","259.5"
"909","156"
"686","458"
"818.5","71"
"773","631.5"
"97.5","34.5"
"670.5","354"
"272.5","330"
"228","337"
"545.5","347"
"27.5","298"
"971","656.5"
"228","271"
"327.5","583"
"606.5","153.5"
"11","412.5"
"85","236"
"98","337"
"927.5","333"
"277","378"
"994.5","278"
"231.5","333.5"
"331","643.5"
"728","106.5"
"638","425"
"48.5","445.5"
"31","355.5"
"626.5","23"
"657","271.5"
"337.5","718.5"
"995.5","188.5"
"716","590"
"356","79"
"242.5","453.5"
"661.5","589"
"530","572.5"
"1039.5","37.5"
"354.5","333.5"
"216","584"
"640","220"
"874","660"
"114.5","539"
"782.5","233.5"
"954","185.5"
"220","63"
"709","433"
"114.5","374"
"85","0.5"
"592","171"
"39.5","140.5"
"37","685.5"
"1111","50"
"355","477.5"
"584","374"
"709","338"
"597.5","545.5"
"164.5","87"
"37.5","431"
"424","466.5"
"858.5","349"
"703","319"
"201.5","710"
"442.5","632"
"364.5","191"
"303.5","220"
"54.5","345.5"
"907","260"
"633.5","542.5"
"830","182"
"911","456.5"
"653.5","479.5"
"969.5","133.5"
"268.5","798.5"
"762","128"
"800.5","642"
"68","609.5"
"659.5","103.5"
"595","542"
"427.5","466"
"678.5","294"
"323.5","338"
"696","5.5"
"760","612"
"231.5","325.5"
"647","452.5"
"713","754.5"
"127.5","680"
"335.5","624"
"652","381"
"811","201.5"
"543","259"
"811.5","398"
"440.5","634"
"137.5","710"
"217","541.5"
"333","603.5"
"896","613"
"623.5","432"
"228.5","779.5"
"241.5","643"
"219.5","799.5"
"602.5","470.5"
"656","143.5"
"894","283.5"
"905.5","43.5"
"478","681"
"605.5","713.5"
"565.5","274"
"52","606"
"169.5","514.5"
"254.5","692"
"1054","149"
"118.5","718"
"336.5","696.5"
"819","323.5"
"221","600"
"91.5","430.5"
"377.5","726"
"584","199"
"551.5","411.5"
"53","657.5"
"681","437.5"
"156","111"
"959","298"
"401","707.5"
"915","68.5"
"256.5","379"
"696.5","262.5"
"130.5","743.5"
"713.5","583"
"822","381.5"
"669.5","4.5"
"246","674"
"263.5","739"
"375.5","636"
"678.5","570"
"310","286"
"263","602"
"449.5","521.5"
"998.5","151.5"
"471","749.5"
"42.5","302"
"230.5","536.5"
"548.5","470"
"639","131"
"413","307"
"306.5","729.5"
"194","391"
"118","455.5"
"821.5","440"
"270","780"
"260","241"
"512","750.5"
"776","732"
"60.5","415"
"632","84"
"699.5","511.5"
"1133","141"
"267","364"
"904","529"
"666.5","349.5"
"203.5","133.5"
"713.5","674"
"247","284"
"600.5","657.5"
"503","676"
"904.5","294.5"
"14","643.5"
"674.5","550"
"822","284"
"294.5","714"
"490","698.5"
"945","633.5"
"918.5","65"
"683.5","139"
"319","718.5"
"144.5","773.5"
"4","142.5"
"934","339"
"366","613"
"394","497.5"
"746","518.5"
"153.5","189"
"27","598"
"275","752.5"
"341.5","756"
"241.5","58"
"845.5","510"
"309.5","706.5"
"839.5","640.5"
"588.5","333.5"
"678","410.5"
"960","565.5"
"791.5","644"
"11.5","317"
"341","698.5"
"348.5","604.5"
"41","434.5"
"62.5","252"
"742","289.5"
"434.5","10"
"32","760"
"62","202"
"587.5","596"
"537","22.5"
"737","601"
"105.5","461.5"
"658","490.5"
"451.5","301.5"
"271.5","368.5"
"664.5","154.5"
"3","786"
"626.5","329"
"1108.5","47.5"
"692","345.5"
"836","704.5"
"423.5","478.5"
"182.5","543"
"266","424"
"1007.5","385"
"289.5","661.5"
"839","367"
"161.5","688"
"194","575"
"339.5","16"
"325","579.5"
"400","5"
"685","279"
"1034.5","18.5"
"861.5","350"
"425.5","557"
"499","596.5"
"213.5","692.5"
"663","706.5"
"771","105"
"576","205"
"118.5","727"
"479.5","428"
"90","457"
"216","382"
"560.5","413.5"
"401","40"
"716","475"
"1050","44"
"702.5","688.5"
"41","220.5"
"688.5","315"
"700","726.5"
"509.5","257"
"914","721"
"795","701.5"
"38.5","534"
"272","19"
"958.5","82"
"329","556.5"
"964","642"
"1006.5","685.5"
"4","713"
"975.5","586"
"670","322"
"975","569.5"
"797.5","92"
"733.5","435.5"
"24.5","105"
"538","534"
"83.5","11.5"
"785.5","671.5"
"62","726"
"913","166.5"
"81","797"
"500","606.5"
"602","167"
"976","101.5"
"900.5","366"
"190.5","415"
"149","449"
"869.5","660"
"19","381.5"
"258","41.5"
"592.5","350.5"
"77","703"
"852","590"
"99.5","131.5"
"381.5","41.5"
"204","782"
"159.5","635"
"758.5","728"
"824","721.5"
"852.5","598.5"
"750.5","596"
"375","456.5"
"347.5","255.5"
"978.5","99"
"399","650.5"
"873","266"
"667","294.5"
"70","790.5"
"20","507"
"912","346.5"
"196.5","780.5"
"568","397"
"270.5","622.5"
"539.5","559.5"
"493","576.5"
"876.5","407.5"
"146","85.5"
"669","151.5"
"975","431"
"647","63.5"
"604","373"
"194","397.5"
"559","232"
"70.5","371.5"
"453.5","360"
"162.5","226"
"1052.5","137.5"
"294.5","285"
"670.5","692"
"549.5","369"
"520.5","774.5"
"359.5","225"
"211.5","777.5"
"93","105.5"
"815.5","733.5"
"1047","215"
"173","716.5"
"821.5","337"
"915.5","439.5"
"283.5","318.5"
"425","104"
"743.5","360.5"
"800.5","372.5"
"1041","71.5"
"750","620"
"1043","174.5"
"632.5","367"
"133","151.5"
"860","176"
"56","312.5"
"806.5","395"
"631","437"
"718","208"
"165","683.5"
"552","349.5"
"780.5","699"
"1005","387"
"585","203"
"813.5","17"
"945.5","595"
"156","694"
"758.5","325.5"
"379.5","87"
"220.5","61"
"634.5","770"
"344.5","290.5"
"753.5","552"
"331.5","705.5"
"612","366.5"
"12","427"
"506.5","307"
"1002","587"
"785.5","679.5"
"598.5","135.5"
"341.5","118.5"
"798.5","167.5"
"640.5","194"
"16.5","525"
"698","306"
"842","310.5"
"847.5","729"
"28","99.5"
"103.5","656.5"
"589","640"
"691","562"
"868.5","555.5"
"612","623"
"638","89.5"
"175","458.5"
"1046.5","187"
"99.5","372.5"
"25","86"
"75","747.5"
"20.5","695.5"
"503.5","680"
"371.5","592"
"131","119.5"
"853.5","209.5"
"71.5","323"
"263.5","434"
"11","441"
"351","131"
"571.5","314.5"
"722","563"
"256","440"
"107.5","626"
"885","661.5"
"785","629.5"
"583.5","170"
"753.5","382"
"797.5","570"
"398.5","678.5"
"177","402.5"
"221","30"
"22","586"
"123","454"
"609","612"
"611.5","314.5"
"989.5","291.5"
"748","392.5"
"22.5","235.5"
"244","191"
"48.5","509"
"585.5","247.5"
"351.5","471.5"
"610.5","131.5"
"104","640"
"74.5","357"
"280.5","265"
"67.5","289"
"123.5","162"
"32.5","546.5"
"556.5","29"
"973","145"
"914","464.5"
"336","384"
"419","407"
"213","526"
"134.5","625"
"949.5","679.5"
"375.5","577.5"
"314.5","715.5"
"429.5","584.5"
"626.5","754.5"
"787.5","724"
"316","766.5"
"330.5","713"
"805.5","175.5"
"840","159.5"
"220","94.5"
"339.5","740"
"426.5","713"
"1057.5","129"
"97.5","564"
"125","437.5"
"792.5","358"
"819","101"
"593","596.5"
"978","4.5"
"598","694"
"621","600"
"87.5","447"
"176.5","233.5"
"622","152.5"
"43.5","85.5"
"330.5","788.5"
"272","579"
"466.5","560"
"250","22"
"715.5","212"
"961","643"
"153","290"
"761.5","193"
"1101.5","37"
"615","773.5"
"51","298.5"
"785","603"
"312.5","344"
"167","308.5"
"349","406.5"
"825.5","462.5"
"726.5","266.5"
"941.5","24.5"
"207","608.5"
"620.5","213"
"676.5","74"
"1013","51"
"1025","125.5"
"243","215.5"
"853.5","672.5"
"58.5","193.5"
"112.5","447"
"62","134.5"
"142","733.5"
"743.5","432.5"
"1099","75"
"476","783"
"70","65"
"844","31"
"72","346"
"614","346.5"
"911.5","280.5"
"513.5","676"
"924","8"
"180.5","420.5"
"971.5","234"
"173.5","715"
"606.5","626"
"722.5","79.5"
"533","469"
"540.5","245.5"
"304","723.5"
"155","547"
"503.5","13.5"
"398","241.5"
"376","662.5"
"213","8.5"
"314.5","19.5"
"578.5","406.5"
"655.5","362"
"34.5","447.5"
"270.5","794.5"
"646.5","373"
"975","288.5"
"326.5","127"
"510.5","315"
"895","518.5"
"380","719"
"367","731.5"
"418","586"
"630.5","377"
"712","143.5"
"562.5","283.5"
"251","667"
"133.5","603"
"433.5","787"
"777","661.5"
"702","643.5"
"422","239.5"
"929.5","202"
"649","512.5"
"108.5","478.5"
"913.5","64.5"
"288","740.5"
"949","590"
"308","475.5"
"825.5","491.5"
"544","702"
"130","794"
"1018","353"
"655","572.5"
"922.5","77.5"
"374.5","485.5"
"354.5","324"
"545.5","510.5"
"280.5","66"
"924.5","696"
"807.5","341.5"
"498","459.5"
"915","577.5"
"553","537"
"899.5","238"
"49","567.5"
"513","530.5"
"4","499"
"980.5","378.5"
"292.5","346"
"116.5","602.5"
"856.5","60"
"1057.5","123.5"
"215.5","340"
"335","642.5"
"1039","689.5"
"642.5","242.5"
"963.5","308"
"161.5","462.5"
"883.5","87.5"
"597.5","208.5"
"408.5","455"
"511.5","440"
"863","138"
"1097","160"
"508","338"
"948","666"
"817.5","387"
"438","42.5"
"900.5","569"
"680.5","72.5"
"278.5","48.5"
"961","604.5"
"360","710"
"26.5","710.5"
"646.5","665"
"449.5","422.5"
"867","436"
"466.5","24.5"
"708.5","509"
"31.5","100.5"
"1018.5","295"
"501.5","703.5"
"397","525.5"
"837","615"
"99.5","659.5"
"78.5","142"
"434","736.5"
"311","473"
"139","490.5"
"46.5","514.5"
"859","470.5"
"661","197.5"
"388.5","279.5"
"124.5","115.5"
"748","656"
"117.5","66.5"
"173","759.5"
"557","207"
"450.5","296.5"
"324.5","710.5"
"84.5","150"
"445","393.5"
"701.5","434"
"740.5","23.5"
"163","144"
"698.5","383"
"624","537"
"36","144"
"178","368.5"
"143.5","653"
"324","544"
"172.5","432.5"
"709","565.5"
"803.5","640.5"
"1034","51"
"121","10"
"279.5","575"
"72","662"
"380","148.5"
"220.5","703"
"1060","70"
"407.5","165.5"
"184.5","510"
"225.5","665"
"415.5","330"
"108.5","361.5"
"63.5","176"
"62","342"
"887","245"
"997","367"
"955","196"
"819.5","204.5"
"30.5","25.5"
"10","379.5"
"1103","180.5"
"638.5","618.5"
"1025.5","680.5"
"204","157.5"
"923.5","513.5"
"188","604.5"
"780","18.5"
"490.5","78"
"875.5","386"
"202","264"
"408","501.5"
"1035.5","310"
"904.5","345"
"458.5","757"
"733.5","91.5"
"482","82.5"
"25.5","500.5"
"649","207"
"424","105.5"
"994","52"
"901","283"
"883","37"
"87","589.5"
"712","525.5"
"329.5","369.5"
"398","763"
"587.5","394"
"947.5","319.5"
"498","354.5"
"437.5","271"
"523","48.5"
"191.5","155"
"952.5","101"
"419","117.5"
"769.5","361"
"130","516.5"
"189.5","381"
"910","68.5"
"721.5","62"
"588","690.5"
"2.5","599"
"692","451.5"
"647.5","375"
"468","359.5"
"1130","4"
"252","704.5"
"89","265"
"129.5","5.5"
"191","270"
"386.5","657"
"677","576.5"
"792","572.5"
"409","444.5"
"648.5","501"
"87","701.5"
"259.5","259"
"325","677.5"
"906","229.5"
"972.5","665.5"
"870","493.5"
"448","339"
"157","593.5"
"331.5","27"
"142","69"
"248.5","577.5"
"204.5","194.5"
"979","243.5"
"660.5","431"
"580.5","275"
"428","656.5"
"311","635"
"183","59.5"
"939","671.5"
"490.5","44.5"
"344.5","105.5"
"276.5","448.5"
"26.5","475.5"
"905.5","595.5"
"727","161.5"
"363","737.5"
"674","421"
"218.5","650.5"
"575","209"
"930","7"
"325","45"
"32","708.5"
"600.5","374"
"141","248.5"
"757","603"
"211.5","35.5"
"687","293"
"491.5","705"
"916","406.5"
"656","262"
"910","577"
"15.5","774"
"334","711.5"
"570","764.5"
"124","246.5"
"779","259.5"
"705","462"
"932.5","1"
"902","623"
"198","670"
"619.5","563"
"25","784"
"770.5","68.5"
"307.5","641"
"129","50.5"
"812","679"
"319","256"
"84.5","642"
"423","66.5"
"220.5","105.5"
"994.5","106"
"727","245.5"
"379.5","374"
"788.5","423.5"
"433","147.5"
"466","62"
"95.5","78.5"
"66","686.5"
"729.5","718.5"
"604.5","2"
"737.5","83"
"26.5","58.5"
"46.5","766"
"917.5","192"
"940.5","361"
"164.5","253"
"337","292.5"
"701.5","716"
"545.5","469"
"955.5","48.5"
"920.5","257"
"941","285"
"173.5","407"
"524.5","787.5"
"592.5","365"
"580","322.5"
"5","8.5"
"923","479"
"831","539.5"
"753.5","729"
"369","94.5"
"735","449"
"705.5","406"
"984","301"
"176.5","550"
"1047.5","299.5"
"596","567.5"
"170.5","50"
"512","40"
"517","567.5"
"939.5","302.5"
"990.5","144.5"
"180.5","710"
"426","253"
"104","680.5"
"606","477.5"
"153.5","115"
"1071","40.5"
"885","305.5"
"416","13"
"541","241.5"
"894.5","513"
"18","308"
"960.5","54.5"
"185","754.5"
"775.5","460"
"517.5","584.5"
"402","783.5"
"919","219"
"211.5","662"
"50","463"
"672","100"
"643.5","115"
"304.5","77.5"
"206.5","562.5"
"666.5","320.5"
"544","615.5"
"439.5","724"
"319.5","83.5"
"765.5","613"
"803.5","177"
"415","156.5"
"928.5","617"
"43.5","595"
"803.5","41"
"365","137.5"
"424","137.5"
"845","294.5"
"980","96.5"
"334.5","268"
"309","222.5"
"196","129.5"
"364","383.5"
"3.5","512"
"730","401"
"362.5","421"
"875","414"
"664.5","408"
"727.5","291.5"
"427","598"
"819","269"
"165","703"
"731.5","119"
"395","793.5"
"834","372.5"
"312.5","119"
"840","111"
"1032.5","232.5"
"805.5","714"
"353.5","462"
"542.5","588"
"307.5","37"
"744.5","737.5"
"632","200"
"796.5","455.5"
"201","553.5"
"994.5","76.5"
"960","169"
"429.5","236.5"
"895.5","221.5"
"48","619"
"595.5","222"
"643","631"
"406.5","354"
"794.5","367"
"854.5","227.5"
"278","439"
"461.5","189.5"
"899","417.5"
"499.5","295"
"817","85"
"387","491"
"915","154"
"350.5","377"
"234","627"
"336","237.5"
"770","252"
"258","199.5"
"588","308"
"319.5","649.5"
"688.5","730.5"
"500.5","590.5"
"347.5","576"
"254.5","111"
"708","85"
"423","39.5"
"640.5","142.5"
"586.5","550.5"
"452.5","434.5"
"621","666"
"26.5","242.5"
"621.5","607.5"
"350.5","386.5"
"572","160"
"223.5","358.5"
"992.5","77"
"841.5","666.5"
"690","520.5"
"3.5","373"
"1019","365.5"
"99","244.5"
"1089.5","152.5"
"316","735.5"
"182","161.5"
"194","647.5"
"712.5","693"
"210.5","281"
"360.5","126.5"
"321","248"
"135","791"
"859.5","2.5"
"753","530.5"
"344.5","226"
"416.5","477"
"435.5","431"
"583","262.5"
"14","678"
"435","398"
"821.5","478.5"
"559.5","519"
"714.5","242.5"
"496.5","575"
"532","641.5"
"66","158"
"628","338.5"
"64","631"
"719.5","273"
"72.5","99"
"728.5","420.5"
"551.5","215"
"630","600.5"
"246","432.5"
"1024","160.5"
"827.5","60.5"
"140.5","718"
"576.5","165"
"710","275.5"
"759","551.5"
"731","765.5"
"3.5","644"
"954","107"
"615","291"
"640","188.5"
"916","694.5"
"556.5","718"
"432.5","333.5"
"1105","100"
"817.5","223"
"468.5","73.5"
"859","84.5"
"495","377"
"945.5","306"
"4.5","174"
"666.5","451"
"4.5","521.5"
"474.5","409.5"
"140","782"
"946","417"
"795","238"
"399","793.5"
"210.5","418.5"
"147","249"
"371","629"
"1107.5","41.5"
"600","245.5"
"969.5","311"
"0","796.5"
"343.5","293.5"
"141.5","684.5"
"33","262"
"785","472.5"
"125.5","673"
"126.5","692.5"
"3.5","710"
"769.5","705"
"708","426"
"416.5","669.5"
"360.5","118.5"
"83","520"
"468","68.5"
"509","774"
"917.5","66.5"
"897.5","149"
"421","533"
"312","247"
"232.5","20"
"403.5","744"
"546","584"
"212","47"
"53","364.5"
"826.5","66"
"137.5","429"
"892.5","161"
"179.5","748"
"953.5","267"
"78","479"
"192.5","89"
"815.5","722.5"
"605","791.5"
"70","522"
"744","447"
"74.5","679"
"299.5","771"
"500.5","371"
"623.5","414"
"1032.5","273"
"344.5","679.5"
"283","756"
"15","776"
"217","681.5"
"670","677.5"
"295","265.5"
"808.5","620"
"356","447"
"263.5","93"
"866.5","675"
"352.5","798.5"
"30.5","213.5"
"524","721"
"778","402"
"999.5","294"
"518","665"
"925","401"
"980","372.5"
"967","364"
"360","372"
"761","690.5"
"187.5","730"
"1024.5","681.5"
"832","439"
"940.5","414"
"790","718.5"
"75.5","473"
"349","14.5"
"337.5","324.5"
"909.5","266.5"
"395.5","482"
"591.5","405"
"312","156"
"283.5","723.5"
"779","332"
"98","724"
"95.5","106"
"72","147.5"
"426","133"
"300","386.5"
"679.5","164"
"462.5","552"
"905","173"
"479","435.5"
"337","511"
"715","717.5"
"391","696.5"
"133","254.5"
"454.5","310"
"63.5","642"
"534","629.5"
"915","5.5"
"164.5","589.5"
"215","614.5"
"612","375"
"577","759"
"186.5","313.5"
"1042.5","36.5"
"387","473"
"880","561"
"365.5","207"
"381","141.5"
"908","463.5"
"310.5","743"
"364.5","375.5"
"253.5","549.5"
"354","200"
"212","241"
"51.5","119"
"649","242.5"
"847","492.5"
"650","373"
"796.5","216"
"60","607"
"3.5","555"
"630.5","514.5"
"657.5","396"
"529.5","286.5"
"267","717.5"
"662","250.5"
"676","616"
"987.5","149"
"380","224"
"891","220"
"139","696.5"
"44.5","122.5"
"791.5","556"
"729","104.5"
"630","211.5"
"856.5","696.5"
"1064","193"
"976.5","657"
"569","475.5"
"350","635"
"391.5","765.5"
"675","765.5"
"67","224.5"
"318","377"
"166","592.5"
"589","24.5"
"877.5","122"
"15.5","738.5"
"641.5","566.5"
"472.5","38.5"
"215.5","388"
"377","194.5"
"732","52"
"943","374.5"
"614.5","164.5"
"724","479.5"
"637.5","294.5"
"463","400.5"
"493.5","77.5"
"529.5","594.5"
"1123","143"
"555","466.5"
"582.5","457.5"
"891.5","507"
"485.5","617.5"
"716.5","200"
"36","446"
"953.5","579.5"
"438","542"
"432","117"
"110","605.5"
"111.5","211"
"1043","45.5"
"32.5","763"
"692.5","673.5"
"589","645"
"908.5","190.5"
"393","714"
"476","410.5"
"760.5","111.5"
"90","514"
"57.5","550"
"832.5","273.5"
"929","8.5"
"744.5","12.5"
"325.5","725.5"
"267.5","459"
"894.5","379"
"869.5","470"
"614","710.5"
"263","568"
"291.5","535.5"
"673.5","617.5"
"825","261.5"
"872","546.5"
"18","698.5"
"643","162.5"
"454.5","38.5"
"491","482"
"179.5","713.5"
"674","541"
"358.5","641.5"
"489.5","455"
"267","368.5"
"503","296"
"841.5","663.5"
"255.5","601"
"459.5","98.5"
"879","679.5"
"939","46"
"226.5","541"
"162","660.5"
"1082","236"
"807","387.5"
"742.5","203"
"597","156"
